Name,Package URL,Github,ecosystem,number,created_at,openByOutsider,comments,returnByInsider,reply_at
decorator,https://pypi.org/project/decorator/,https://github.com/micheles/decorator,pypi,159,2023-08-08T09:28:30Z,true,0,false,
aiosignal,https://pypi.org/project/aiosignal/,https://github.com/aio-libs/aiosignal,pypi,517,2023-09-14T10:39:32Z,false,1,false,
aiofiles,https://pypi.org/project/aiofiles/,https://github.com/Tinche/aiofiles,pypi,177,2023-09-28T02:35:16Z,false,0,false,
google-cloud-storage,https://pypi.org/project/google-cloud-storage/,https://github.com/googleapis/python-storage,pypi,1131,2023-09-27T12:09:57Z,true,2,true,2023-09-28T00:01:23Z
google-cloud-core,https://pypi.org/project/google-cloud-core/,https://github.com/googleapis/python-cloud-core,pypi,250,2023-10-03T01:54:14Z,true,0,false,
httptools,https://pypi.org/project/httptools/,https://github.com/MagicStack/httptools,pypi,94,2023-10-13T16:29:41Z,true,0,false,
chardet,https://pypi.org/project/chardet/,https://github.com/chardet/chardet,pypi,284,2023-09-12T05:45:22Z,false,0,false,
iniconfig,https://pypi.org/project/iniconfig/,https://github.com/pytest-dev/iniconfig,pypi,57,2023-09-04T21:38:11Z,true,0,false,
asn1crypto,https://pypi.org/project/asn1crypto/,https://github.com/wbond/asn1crypto,pypi,268,2023-09-29T13:41:18Z,true,0,false,
tomlkit,https://pypi.org/project/tomlkit/,https://github.com/sdispater/tomlkit,pypi,319,2023-10-15T04:35:48Z,true,0,false,
tabulate,https://pypi.org/project/tabulate/,https://github.com/astanin/python-tabulate,pypi,293,2023-09-29T08:08:21Z,false,0,false,
more-itertools,https://pypi.org/project/more-itertools/,https://github.com/more-itertools/more-itertools,pypi,765,2023-10-14T07:27:12Z,true,1,false,
requests-toolbelt,https://pypi.org/project/requests-toolbelt/,https://github.com/requests/toolbelt,pypi,368,2023-07-17T13:52:12Z,true,1,true,2023-07-17T17:16:46Z
google-resumable-media,https://pypi.org/project/google-resumable-media/,https://github.com/googleapis/google-resumable-media-python,pypi,388,2023-07-20T20:19:21Z,false,0,false,
paramiko,https://pypi.org/project/paramiko/,https://github.com/paramiko/paramiko,pypi,2313,2023-10-12T22:17:50Z,true,0,false,
aioconsole,https://pypi.org/project/aioconsole/,https://github.com/vxgmichel/aioconsole,pypi,107,2023-04-06T01:58:30Z,true,0,false,
Deprecated,https://pypi.org/project/Deprecated/,https://github.com/tantale/deprecated,pypi,63,2023-05-11T01:37:52Z,true,1,true,2023-05-27T16:23:02Z
GitPython,https://pypi.org/project/GitPython/,https://github.com/gitpython-developers/GitPython,pypi,1676,2023-09-21T11:45:41Z,false,1,true,2023-09-26T08:17:07Z
PyNaCl,https://pypi.org/project/PyNaCl/,https://github.com/pyca/pynacl/,pypi,775,2022-10-19T09:43:15Z,true,7,true,2022-10-19T13:48:35Z
google-api-python-client,https://pypi.org/project/google-api-python-client/,https://github.com/googleapis/google-api-python-client/,pypi,2262,2023-10-10T23:59:52Z,true,1,false,
pymysql,https://pypi.org/project/pymysql/,https://github.com/PyMySQL/PyMySQL,pypi,1090,2023-02-18T00:03:17Z,true,0,false,
anyio,https://pypi.org/project/anyio/,https://github.com/agronholm/anyio,pypi,619,2023-09-30T15:33:08Z,true,2,true,2023-09-30T16:04:04Z
itsdangerous,https://pypi.org/project/itsdangerous/,https://github.com/pallets/itsdangerous/,pypi,363,2023-10-03T10:44:30Z,false,0,false,
msal,https://pypi.org/project/msal/,https://github.com/AzureAD/microsoft-authentication-library-for-python,pypi,603,2023-10-03T16:04:48Z,false,0,false,
referencing,https://pypi.org/project/referencing/,https://github.com/python-jsonschema/referencing,pypi,90,2023-10-10T00:58:16Z,false,0,false,
azure-storage-blob,https://pypi.org/project/azure-storage-blob/,https://github.com/Azure/azure-sdk-for-python/tree/main/sdk/storage/azure-storage-blob,pypi,32514,2023-10-14T12:06:12Z,false,0,false,
bcrypt,https://pypi.org/project/bcrypt/,https://github.com/pyca/bcrypt/,pypi,640,2023-09-22T02:02:39Z,true,2,true,2023-09-22T02:04:54Z
pathspec,https://pypi.org/project/pathspec/,https://github.com/cpburnz/python-pathspec,pypi,81,2023-08-13T02:41:20Z,true,1,true,2023-09-05T12:28:31Z
scikit-learn,https://pypi.org/project/scikit-learn/,https://github.com/scikit-learn/scikit-learn,pypi,27584,2023-10-14T14:23:03Z,false,1,false,
smmap,https://pypi.org/project/smmap/,https://github.com/gitpython-developers/smmap,pypi,49,2023-02-18T01:04:29Z,true,6,true,2023-02-18T06:27:07Z
matplotlib,https://pypi.org/project/matplotlib/,https://github.com/matplotlib/matplotlib,pypi,27096,2023-10-15T13:29:29Z,true,0,false,
poetry-core,https://pypi.org/project/poetry-core/,https://github.com/python-poetry/poetry-core,pypi,650,2023-10-15T12:38:51Z,false,1,false,
keyring,https://pypi.org/project/keyring/,https://github.com/jaraco/keyring,pypi,655,2023-10-10T08:04:25Z,true,0,false,
joblib,https://pypi.org/project/joblib/,https://github.com/joblib/joblib,pypi,1512,2023-10-06T20:13:46Z,true,0,false,
regex,https://pypi.org/project/regex/,https://github.com/mrabarnett/mrab-regex,pypi,506,2023-07-13T07:46:06Z,true,1,true,2023-07-13T16:43:21Z
mypy-extensions,https://pypi.org/project/mypy-extensions/,https://github.com/python/mypy_extensions,pypi,44,2023-08-08T19:15:18Z,true,0,false,
wcwidth,https://pypi.org/project/wcwidth/,https://github.com/jquast/wcwidth,pypi,85,2023-09-30T06:00:04Z,false,1,false,
docker,https://pypi.org/project/docker/,https://github.com/docker/docker-py,pypi,3181,2023-10-04T14:23:47Z,true,2,false,
sniffio,https://pypi.org/project/sniffio/,https://github.com/python-trio/sniffio,pypi,43,2023-09-10T18:19:46Z,true,1,false,
google-auth-oauthlib,https://pypi.org/project/google-auth-oauthlib/,https://github.com/GoogleCloudPlatform/google-auth-library-python-oauthlib,pypi,308,2023-09-11T16:07:08Z,true,1,false,
kiwisolver,https://pypi.org/project/kiwisolver/,https://github.com/nucleic/kiwi,pypi,168,2023-09-13T08:40:48Z,true,6,true,2023-09-13T09:10:50Z
portalocker,https://pypi.org/project/portalocker/,https://github.com/wolph/portalocker/,pypi,76,2022-02-22T17:16:57Z,true,2,true,2022-02-22T23:32:46Z
ptyprocess,https://pypi.org/project/ptyprocess/,https://github.com/pexpect/ptyprocess,pypi,73,2022-09-30T14:23:23Z,true,0,false,
dill,https://pypi.org/project/dill/,https://github.com/uqfoundation/dill,pypi,623,2023-10-09T10:41:56Z,true,14,false,
pydantic-core,https://pypi.org/project/pydantic-core/,https://github.com/pydantic/pydantic-core,pypi,1018,2023-10-15T09:31:24Z,true,3,false,
pyrsistent,https://pypi.org/project/pyrsistent/,https://github.com/tobgu/pyrsistent/,pypi,281,2023-10-14T06:38:53Z,true,0,false,
grpcio-tools,https://pypi.org/project/grpcio-tools/,https://github.com/grpc/grpc/tree/master/tools/distrib/python/grpcio_tools,pypi,34697,2023-10-15T15:58:58Z,false,0,false,
gitdb,https://pypi.org/project/gitdb/,https://github.com/gitpython-developers/gitdb,pypi,77,2021-10-23T19:55:14Z,true,15,true,2021-10-24T13:41:04Z
pycryptodomex,https://pypi.org/project/pycryptodomex/,https://github.com/Legrandin/pycryptodome/,pypi,773,2023-10-09T00:39:21Z,false,0,false,
sqlparse,https://pypi.org/project/sqlparse/,https://github.com/andialbrecht/sqlparse,pypi,740,2023-09-28T03:29:36Z,true,0,false,
msrest,https://pypi.org/project/msrest/,https://github.com/Azure/msrest-for-python,pypi,257,2022-11-16T09:52:20Z,true,2,true,2022-11-16T16:38:05Z
azure-common,https://pypi.org/project/azure-common/,https://github.com/Azure/azure-sdk-for-python,pypi,32514,2023-10-14T12:06:12Z,false,0,false,
google-crc32c,https://pypi.org/project/google-crc32c/,https://github.com/googleapis/python-crc32c,pypi,178,2023-09-30T11:17:19Z,false,0,false,
sagemaker,https://pypi.org/project/sagemaker/,https://github.com/aws/sagemaker-python-sdk/,pypi,4194,2023-10-15T16:07:58Z,true,0,false,
tenacity,https://pypi.org/project/tenacity/,https://github.com/jd/tenacity,pypi,419,2023-09-27T00:07:59Z,true,4,true,2023-09-27T00:08:32Z
prompt-toolkit,https://pypi.org/project/prompt-toolkit/,https://github.com/prompt-toolkit/python-prompt-toolkit,pypi,1790,2023-10-08T18:27:06Z,true,0,false,
google-cloud-bigquery,https://pypi.org/project/google-cloud-bigquery/,https://github.com/googleapis/python-bigquery,pypi,1682,2023-10-13T20:21:49Z,true,0,false,
tzdata,https://pypi.org/project/tzdata/,https://github.com/python/tzdata,pypi,71,2023-09-18T15:43:51Z,true,0,false,
snowflake-connector-python,https://pypi.org/project/snowflake-connector-python/,https://github.com/snowflakedb/snowflake-connector-python,pypi,1772,2023-10-13T21:16:43Z,false,0,false,
gunicorn,https://pypi.org/project/gunicorn/,https://github.com/benoitc/gunicorn,pypi,3080,2023-10-13T14:16:19Z,true,0,false,
Cython,https://pypi.org/project/Cython/,https://github.com/cython/cython,pypi,5767,2023-10-15T18:07:56Z,false,0,false,
azure-identity,https://pypi.org/project/azure-identity/,https://github.com/Azure/azure-sdk-for-python/tree/main/sdk/identity/azure-identity,pypi,32514,2023-10-14T12:06:12Z,false,0,false,
httplib2,https://pypi.org/project/httplib2/,https://github.com/httplib2/httplib2,pypi,239,2023-09-13T19:24:04Z,false,1,false,
alembic,https://pypi.org/project/alembic/,https://github.com/sqlalchemy/alembic/,pypi,1325,2023-10-15T16:10:02Z,true,0,false,
markdown-it-py,https://pypi.org/project/markdown-it-py/,https://github.com/executablebooks/markdown-it-py,pypi,305,2023-10-09T20:10:51Z,true,1,false,
CacheControl,https://pypi.org/project/CacheControl/,https://github.com/psf/cachecontrol,pypi,323,2023-09-15T20:44:57Z,false,4,true,2023-09-15T20:49:26Z
rich,https://pypi.org/project/rich/,https://github.com/Textualize/rich,pypi,3152,2023-10-12T13:29:43Z,true,5,true,2023-10-12T13:32:05Z
msal-extensions,https://pypi.org/project/msal-extensions/,https://github.com/AzureAD/microsoft-authentication-extensions-for-python/releases,pypi,121,2023-10-14T02:58:38Z,true,0,false,
tornado,https://pypi.org/project/tornado/,https://github.com/tornadoweb/tornado,pypi,3336,2023-10-07T03:13:43Z,true,0,false,
threadpoolctl,https://pypi.org/project/threadpoolctl/,https://github.com/joblib/threadpoolctl,pypi,154,2023-10-13T14:16:50Z,false,0,false,
jedi,https://pypi.org/project/jedi/,https://github.com/davidhalter/jedi,pypi,1966,2023-10-13T15:49:39Z,true,1,false,
marshmallow,https://pypi.org/project/marshmallow/,https://github.com/marshmallow-code/marshmallow,pypi,2196,2023-10-10T19:21:59Z,false,0,false,
google-auth-httplib2,https://pypi.org/project/google-auth-httplib2/,https://github.com/GoogleCloudPlatform/google-auth-library-python-httplib2,pypi,76,2022-08-03T12:06:39Z,true,0,false,
traitlets,https://pypi.org/project/traitlets/,https://github.com/ipython/traitlets,pypi,881,2023-10-14T01:32:00Z,true,0,false,
cloudpickle,https://pypi.org/project/cloudpickle/,https://github.com/cloudpipe/cloudpickle,pypi,520,2023-10-11T22:10:04Z,true,1,true,2023-10-13T12:43:14Z
shellingham,https://pypi.org/project/shellingham/,https://github.com/sarugaku/shellingham,pypi,82,2023-08-24T23:53:35Z,true,1,false,
redis,https://pypi.org/project/redis/,https://github.com/redis/redis-py,pypi,3007,2023-10-15T11:56:08Z,true,0,false,
backoff,https://pypi.org/project/backoff/,https://github.com/litl/backoff,pypi,206,2023-08-23T16:56:25Z,true,0,false,
python-dotenv,https://pypi.org/project/python-dotenv/,https://github.com/theskumar/python-dotenv,pypi,488,2023-10-14T12:26:06Z,true,1,true,2023-10-15T05:47:14Z
scramp,https://pypi.org/project/scramp/,https://github.com/tlocke/scramp,pypi,15,2023-07-15T09:51:47Z,false,0,false,
nest-asyncio,https://pypi.org/project/nest-asyncio/,https://github.com/erdewit/nest_asyncio,pypi,80,2023-06-10T16:34:13Z,true,0,false,
toml,https://pypi.org/project/toml/,https://github.com/uiri/toml,pypi,429,2023-09-19T21:19:47Z,true,0,false,
h11,https://pypi.org/project/h11/,https://github.com/python-hyper/h11,pypi,167,2023-10-11T19:23:17Z,true,1,true,2023-10-12T05:51:54Z
pytest-cov,https://pypi.org/project/pytest-cov/,https://github.com/pytest-dev/pytest-cov,pypi,613,2023-10-15T13:01:19Z,true,0,false,
termcolor,https://pypi.org/project/termcolor/,https://github.com/termcolor/termcolor,pypi,53,2023-08-12T16:34:29Z,true,3,false,
trove-classifiers,https://pypi.org/project/trove-classifiers/,https://github.com/pypa/trove-classifiers,pypi,154,2023-09-21T19:18:07Z,true,0,false,
ipython,https://pypi.org/project/ipython/,https://github.com/ipython/ipython,pypi,14209,2023-10-12T00:30:03Z,true,0,false,
pyzmq,https://pypi.org/project/pyzmq/,https://github.com/zeromq/pyzmq,pypi,1903,2023-10-11T11:07:52Z,false,0,false,
networkx,https://pypi.org/project/networkx/,https://github.com/networkx/networkx,pypi,7020,2023-10-14T06:41:28Z,true,0,false,
xmltodict,https://pypi.org/project/xmltodict/,https://github.com/martinblech/xmltodict,pypi,336,2023-09-14T16:45:33Z,false,0,false,
uvicorn,https://pypi.org/project/uvicorn/,https://github.com/encode/uvicorn,pypi,2130,2023-10-14T11:04:08Z,false,1,true,2023-10-15T19:40:07Z
pyspark,https://pypi.org/project/pyspark/,https://github.com/apache/spark/tree/master/python,pypi,43377,2023-10-15T10:17:58Z,false,0,false,
pg8000,https://pypi.org/project/pg8000/,https://github.com/tlocke/pg8000,pypi,142,2023-09-24T08:31:01Z,false,1,true,2023-09-24T08:32:23Z
mccabe,https://pypi.org/project/mccabe/,https://github.com/pycqa/mccabe,pypi,109,2023-09-16T14:13:14Z,true,0,false,
prometheus-client,https://pypi.org/project/prometheus-client/,https://github.com/prometheus/client_python,pypi,965,2023-10-13T02:40:22Z,true,0,false,
redshift-connector,https://pypi.org/project/redshift-connector/,https://github.com/aws/amazon-redshift-python-driver,pypi,190,2023-09-19T17:17:23Z,true,1,true,2023-09-20T17:43:18Z
oscrypto,https://pypi.org/project/oscrypto/,https://github.com/wbond/oscrypto,pypi,78,2023-08-18T15:23:36Z,true,35,false,
webencodings,https://pypi.org/project/webencodings/,https://github.com/SimonSapin/python-webencodings,pypi,33,2023-06-29T18:54:10Z,true,0,false,
pyodbc,https://pypi.org/project/pyodbc/,https://github.com/mkleehammer/pyodbc,pypi,1284,2023-10-03T03:31:09Z,true,2,true,2023-10-03T14:41:05Z
pycryptodome,https://pypi.org/project/pycryptodome/,https://github.com/Legrandin/pycryptodome/,pypi,773,2023-10-09T00:39:21Z,false,0,false,
httpx,https://pypi.org/project/httpx/,https://github.com/encode/httpx,pypi,2894,2023-10-14T11:16:38Z,true,0,false,
httpcore,https://pypi.org/project/httpcore/,https://github.com/encode/httpcore,pypi,826,2023-10-13T12:04:21Z,false,0,false,
Babel,https://pypi.org/project/Babel/,https://github.com/python-babel/babel,pypi,1035,2023-10-12T19:57:27Z,true,0,false,
SecretStorage,https://pypi.org/project/SecretStorage/,https://github.com/mitya57/secretstorage,pypi,42,2022-12-28T17:52:08Z,true,3,true,2022-12-28T20:46:09Z
defusedxml,https://pypi.org/project/defusedxml/,https://github.com/tiran/defusedxml,pypi,93,2023-09-27T07:36:23Z,true,0,false,
jsonpointer,https://pypi.org/project/jsonpointer/,https://github.com/stefankoegl/python-json-pointer,pypi,59,2023-09-26T19:38:10Z,false,0,false,
blinker,https://pypi.org/project/blinker/,https://github.com/pallets-eco/blinker/,pypi,119,2023-10-02T23:54:52Z,false,0,false,
black,https://pypi.org/project/black/,https://github.com/psf/black,pypi,3942,2023-10-13T15:28:40Z,true,4,false,
jupyter-client,https://pypi.org/project/jupyter-client/,https://github.com/jupyter/jupyter_client,pypi,982,2023-10-11T17:52:50Z,true,0,false,
typing-inspect,https://pypi.org/project/typing-inspect/,https://github.com/ilevkivskyi/typing_inspect,pypi,105,2023-09-26T18:42:07Z,true,0,false,
jupyter-core,https://pypi.org/project/jupyter-core/,https://github.com/jupyter/jupyter_core,pypi,365,2023-10-03T11:41:18Z,false,0,false,
pkgutil_resolve_name,https://pypi.org/project/pkgutil_resolve_name/,https://github.com/graingert/pkgutil-resolve-name,pypi,5,2023-08-27T21:36:25Z,true,0,false,
mdit-py-plugins,https://pypi.org/project/mdit-py-plugins/,https://github.com/executablebooks/mdit-py-plugins,pypi,99,2023-09-04T20:18:44Z,true,1,false,
datadog,https://pypi.org/project/datadog/,https://github.com/DataDog/datadogpy,pypi,798,2023-10-12T15:06:00Z,false,0,false,
contourpy,https://pypi.org/project/contourpy/,https://github.com/contourpy/contourpy,pypi,289,2023-10-08T17:54:48Z,false,0,false,
parso,https://pypi.org/project/parso/,https://github.com/davidhalter/parso,pypi,219,2023-03-14T00:41:17Z,true,0,false,
tensorboard,https://pypi.org/project/tensorboard/,https://github.com/tensorflow/tensorboard,pypi,6635,2023-10-13T18:05:17Z,true,0,false,
toolz,https://pypi.org/project/toolz/,https://github.com/pytoolz/toolz/,pypi,571,2023-10-11T23:30:25Z,false,0,false,
pyflakes,https://pypi.org/project/pyflakes/,https://github.com/PyCQA/pyflakes,pypi,734,2022-10-18T19:34:20Z,true,3,true,2022-10-18T19:39:11Z
absl-py,https://pypi.org/project/absl-py/,https://github.com/abseil/abseil-py,pypi,259,2023-10-13T18:29:36Z,true,0,false,
sentry-sdk,https://pypi.org/project/sentry-sdk/,https://github.com/getsentry/sentry-python,pypi,2446,2023-10-15T07:17:40Z,true,0,false,
requests-aws4auth,https://pypi.org/project/requests-aws4auth/,https://github.com/tedder/requests-aws4auth,pypi,70,2023-07-19T00:24:04Z,true,0,false,
flake8,https://pypi.org/project/flake8/,https://github.com/pycqa/flake8,pypi,1829,2023-05-16T13:44:33Z,true,0,false,
jsonpath-ng,https://pypi.org/project/jsonpath-ng/,https://github.com/h2non/jsonpath-ng,pypi,140,2023-10-01T22:28:47Z,true,0,false,
pickleshare,https://pypi.org/project/pickleshare/,https://github.com/pickleshare/pickleshare,pypi,34,2023-07-11T20:15:07Z,true,0,false,
build,https://pypi.org/project/build/,https://github.com/pypa/build,pypi,687,2023-10-01T11:47:03Z,false,0,false,
mdurl,https://pypi.org/project/mdurl/,https://github.com/executablebooks/mdurl,pypi,14,2023-04-22T21:41:59Z,true,1,false,
fastapi,https://pypi.org/project/fastapi/,https://github.com/tiangolo/fastapi,pypi,10444,2023-10-15T19:09:25Z,true,3,true,2023-10-15T19:14:50Z
rapidfuzz,https://pypi.org/project/rapidfuzz/,https://github.com/maxbachmann/RapidFuzz,pypi,344,2023-08-30T20:23:26Z,true,0,false,
argcomplete,https://pypi.org/project/argcomplete/,https://github.com/kislyuk/argcomplete,pypi,453,2023-10-13T12:18:26Z,true,0,false,
transformers,https://pypi.org/project/transformers/,https://github.com/huggingface/transformers,pypi,26824,2023-10-15T19:15:34Z,true,0,false,
matplotlib-inline,https://pypi.org/project/matplotlib-inline/,https://github.com/ipython/matplotlib-inline,pypi,27,2023-06-16T11:06:21Z,true,0,false,
setuptools-scm,https://pypi.org/project/setuptools-scm/,https://github.com/pypa/setuptools_scm/,pypi,959,2023-10-14T10:10:08Z,false,2,true,2023-10-14T10:17:12Z
databricks-cli,https://pypi.org/project/databricks-cli/,https://github.com/databricks/databricks-cli,pypi,675,2023-10-04T15:59:16Z,false,2,false,
notebook,https://pypi.org/project/notebook/,https://github.com/jupyter/notebook,pypi,7107,2023-10-15T15:36:03Z,true,1,true,2023-10-15T15:36:18Z
fastjsonschema,https://pypi.org/project/fastjsonschema/,https://github.com/horejsek/python-fastjsonschema,pypi,178,2023-08-18T18:04:07Z,true,3,true,2023-09-03T07:16:45Z
jupyter-server,https://pypi.org/project/jupyter-server/,https://github.com/jupyter-server/jupyter_server,pypi,1335,2023-10-09T21:27:22Z,true,1,false,
mistune,https://pypi.org/project/mistune/,https://github.com/lepture/mistune,pypi,355,2023-09-07T22:29:50Z,true,3,false,
huggingface-hub,https://pypi.org/project/huggingface-hub/,https://github.com/huggingface/huggingface_hub,pypi,1747,2023-10-15T17:03:05Z,true,0,false,
opensearch-py,https://pypi.org/project/opensearch-py/,https://github.com/opensearch-project/opensearch-py,pypi,541,2023-10-14T00:45:41Z,false,1,false,
kubernetes,https://pypi.org/project/kubernetes/,https://github.com/kubernetes-client/python,pypi,2133,2023-10-10T11:24:07Z,true,1,true,2023-10-13T17:12:47Z
debugpy,https://pypi.org/project/debugpy/,https://github.com/microsoft/debugpy,pypi,1408,2023-10-13T17:19:18Z,true,1,false,
starlette,https://pypi.org/project/starlette/,https://github.com/encode/starlette,pypi,2301,2023-10-14T00:07:39Z,true,1,false,
arrow,https://pypi.org/project/arrow/,https://github.com/arrow-py/arrow,pypi,1165,2023-10-02T13:14:51Z,true,1,false,
asttokens,https://pypi.org/project/asttokens/,https://github.com/gristlabs/asttokens,pypi,118,2023-10-03T00:10:30Z,true,0,false,
progressbar2,https://pypi.org/project/progressbar2/,https://github.com/WoLpH/python-progressbar,pypi,283,2023-08-21T05:38:55Z,true,3,true,2023-08-26T21:53:40Z
google-cloud-pubsub,https://pypi.org/project/google-cloud-pubsub/,https://github.com/googleapis/python-pubsub,pypi,1009,2023-10-13T17:55:13Z,false,0,false,
websockets,https://pypi.org/project/websockets/,https://github.com/aaugustin/websockets,pypi,1410,2023-10-13T20:47:10Z,true,0,false,
astroid,https://pypi.org/project/astroid/,https://github.com/pylint-dev/astroid,pypi,2322,2023-10-15T20:19:25Z,false,1,false,
jsonpatch,https://pypi.org/project/jsonpatch/,https://github.com/stefankoegl/python-json-patch,pypi,152,2023-08-17T07:39:33Z,true,0,false,
asynctest,https://pypi.org/project/asynctest/,https://github.com/Martiusweb/asynctest/,pypi,163,2022-11-05T09:39:55Z,true,3,false,
imageio,https://pypi.org/project/imageio/,https://github.com/imageio/imageio,pypi,1043,2023-10-03T13:07:13Z,true,1,true,2023-10-04T02:54:02Z
simplejson,https://pypi.org/project/simplejson/,https://github.com/simplejson/simplejson,pypi,315,2023-08-11T07:39:56Z,true,1,true,2023-08-11T16:21:44Z
pyproject_hooks,https://pypi.org/project/pyproject_hooks/,https://github.com/pypa/pyproject-hooks,pypi,177,2023-08-29T17:36:25Z,false,1,true,2023-08-30T07:14:17Z
google-cloud-bigquery-storage,https://pypi.org/project/google-cloud-bigquery-storage/,https://github.com/googleapis/python-bigquery-storage,pypi,653,2023-10-03T01:54:10Z,false,0,false,
pylint,https://pypi.org/project/pylint/,https://github.com/pylint-dev/pylint,pypi,9152,2023-10-15T17:47:45Z,false,3,false,
lazy-object-proxy,https://pypi.org/project/lazy-object-proxy/,https://github.com/ionelmc/python-lazy-object-proxy,pypi,75,2023-07-21T00:32:26Z,true,0,false,
multiprocess,https://pypi.org/project/multiprocess/,https://github.com/uqfoundation/multiprocess,pypi,154,2023-07-21T16:55:48Z,true,0,false,
smart-open,https://pypi.org/project/smart-open/,https://github.com/piskvorky/smart_open,pypi,787,2023-10-06T03:24:30Z,true,1,false,
altair,https://pypi.org/project/altair/,https://github.com/altair-viz/altair,pypi,3227,2023-10-13T06:59:25Z,false,1,true,2023-10-13T07:43:21Z
h5py,https://pypi.org/project/h5py/,https://github.com/h5py/h5py,pypi,2327,2023-10-13T15:39:03Z,false,2,true,2023-10-13T15:48:13Z
asgiref,https://pypi.org/project/asgiref/,https://github.com/django/asgiref/,pypi,399,2023-06-13T09:07:08Z,false,2,true,2023-06-13T16:52:45Z
backports.zoneinfo,https://pypi.org/project/backports.zoneinfo/,https://github.com/pganssle/zoneinfo,pypi,141,2023-06-14T14:01:40Z,false,0,false,
entrypoints,https://pypi.org/project/entrypoints/,https://github.com/takluyver/entrypoints,pypi,47,2023-01-26T11:48:04Z,true,1,false,
bleach,https://pypi.org/project/bleach/,https://github.com/mozilla/bleach,pypi,698,2023-01-23T16:49:52Z,false,6,true,2023-01-29T12:38:51Z
llvmlite,https://pypi.org/project/llvmlite/,https://github.com/numba/llvmlite,pypi,1004,2023-10-12T16:00:52Z,false,0,false,
cattrs,https://pypi.org/project/cattrs/,https://github.com/python-attrs/cattrs,pypi,432,2023-09-27T21:07:33Z,true,2,true,2023-09-28T17:02:21Z
grpc-google-iam-v1,https://pypi.org/project/grpc-google-iam-v1/,https://github.com/googleapis/python-grpc-google-iam-v1,pypi,53,2023-10-03T01:54:10Z,false,0,false,
cfn-lint,https://pypi.org/project/cfn-lint/,https://github.com/aws-cloudformation/cfn-python-lint,pypi,2906,2023-10-12T18:14:55Z,false,0,false,
google-cloud-secret-manager,https://pypi.org/project/google-cloud-secret-manager/,https://github.com/googleapis/google-cloud-python,pypi,11828,2023-10-13T21:07:28Z,false,1,true,2023-10-13T21:07:37Z
crashtest,https://pypi.org/project/crashtest/,https://github.com/sdispater/crashtest,pypi,11,2022-11-22T17:47:26Z,true,0,false,
mlflow,https://pypi.org/project/mlflow/,https://github.com/mlflow/mlflow,pypi,9952,2023-10-15T15:36:57Z,true,0,false,
Send2Trash,https://pypi.org/project/Send2Trash/,https://github.com/arsenetar/send2trash,pypi,86,2023-10-09T14:28:47Z,true,0,false,
shapely,https://pypi.org/project/shapely/,https://github.com/shapely/shapely,pypi,1916,2023-10-14T10:26:39Z,false,1,false,
elasticsearch,https://pypi.org/project/elasticsearch/,https://github.com/elastic/elasticsearch-py,pypi,2346,2023-10-13T13:15:46Z,false,0,false,
comm,https://pypi.org/project/comm/,https://github.com/ipython/comm,pypi,18,2023-09-15T23:38:25Z,true,0,false,
cleo,https://pypi.org/project/cleo/,https://github.com/python-poetry/cleo,pypi,377,2023-10-03T10:57:43Z,false,0,false,
pytest-runner,https://pypi.org/project/pytest-runner/,https://github.com/pytest-dev/pytest-runner/,pypi,64,2023-04-26T17:01:33Z,false,1,true,2023-04-26T18:28:56Z
nbclient,https://pypi.org/project/nbclient/,https://github.com/jupyter/nbclient,pypi,277,2023-03-12T00:53:00Z,true,5,true,2023-03-12T09:06:59Z
aenum,https://pypi.org/project/aenum/,https://github.com/ethanfurman/aenum,pypi,34,2023-08-20T07:53:46Z,true,0,false,
PyGithub,https://pypi.org/project/PyGithub/,https://github.com/pygithub/pygithub,pypi,2797,2023-10-15T18:06:57Z,true,1,false,
identify,https://pypi.org/project/identify/,https://github.com/pre-commit/identify,pypi,361,2023-01-11T16:32:40Z,true,2,true,2023-01-11T16:44:18Z
nodeenv,https://pypi.org/project/nodeenv/,https://github.com/ekalinin/nodeenv,pypi,341,2023-08-30T21:11:28Z,true,1,false,
flatbuffers,https://pypi.org/project/flatbuffers/,https://github.com/google/flatbuffers,pypi,8122,2023-10-14T16:22:23Z,true,0,false,
jupyterlab-server,https://pypi.org/project/jupyterlab-server/,https://github.com/jupyterlab/jupyterlab_server,pypi,412,2023-10-09T19:34:33Z,false,0,false,
zope.interface,https://pypi.org/project/zope.interface/,https://github.com/zopefoundation/zope.interface,pypi,278,2023-10-06T11:15:04Z,true,1,true,2023-10-06T14:12:05Z
pytzdata,https://pypi.org/project/pytzdata/,https://github.com/sdispater/pytzdata,pypi,18,2023-10-06T12:29:08Z,true,0,false,
loguru,https://pypi.org/project/loguru/,https://github.com/Delgan/loguru,pypi,1007,2023-10-12T04:31:21Z,true,1,true,2023-10-15T12:37:13Z
argon2-cffi,https://pypi.org/project/argon2-cffi/,https://github.com/hynek/argon2-cffi,pypi,143,2023-04-21T14:11:45Z,true,5,false,
tokenizers,https://pypi.org/project/tokenizers/,https://github.com/huggingface/tokenizers,pypi,1366,2023-10-13T13:50:45Z,true,1,true,2023-10-13T14:43:26Z
typeguard,https://pypi.org/project/typeguard/,https://github.com/agronholm/typeguard,pypi,408,2023-09-23T06:57:39Z,true,2,false,
overrides,https://pypi.org/project/overrides/,https://github.com/mkorpela/overrides,pypi,117,2023-08-07T03:02:40Z,true,1,true,2023-08-07T05:12:35Z
